DATAFLOW,LAST UPDATE,freq,unit,wstatus,isco08,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,European Union - 27 countries (from 2020),2013,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,European Union - 27 countries (from 2020),2014,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,European Union - 27 countries (from 2020),2015,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,European Union - 27 countries (from 2020),2016,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,European Union - 27 countries (from 2020),2017,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,European Union - 27 countries (from 2020),2018,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,European Union - 27 countries (from 2020),2019,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,European Union - 27 countries (from 2020),2020,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,European Union - 27 countries (from 2020),2021,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,European Union - 28 countries (2013-2020),2010,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,European Union - 28 countries (2013-2020),2011,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,European Union - 28 countries (2013-2020),2012,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,European Union - 28 countries (2013-2020),2013,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,European Union - 28 countries (2013-2020),2014,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,European Union - 28 countries (2013-2020),2015,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,European Union - 28 countries (2013-2020),2016,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,European Union - 28 countries (2013-2020),2017,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,European Union - 28 countries (2013-2020),2018,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,European Union - 28 countries (2013-2020),2019,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,European Union - 28 countries (2013-2020),2020,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,European Union - 28 countries (2013-2020),2021,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Finland,2010,317.12,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Finland,2011,324.54,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Finland,2012,325.05,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Finland,2013,330.98,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Finland,2014,338.07,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Finland,2015,341.11,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Finland,2016,341.67,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Finland,2017,346.05,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Finland,2018,348.02,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Finland,2019,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Finland,2020,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Finland,2021,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,France,2010,303.56,e
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,France,2011,305.70,b
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,France,2012,307.30,
